ダウンロードした時刻：2025/07/05 23:32:48

,東京,東京,東京,東京
1965/9/26,21.5,8,16.2,8
1965/9/27,27.1,8,13.9,8
1965/9/28,26.8,8,18.3,8
1965/9/29,22.2,8,15.3,8
1965/9/30,24.5,8,14.0,8
1965/10/1,23.4,8,14.5,8
1965/10/2,21.1,8,13.3,8
1965/10/3,21.3,8,12.9,8
1965/10/4,22.4,8,10.4,8
1965/10/5,26.8,8,11.0,8
1965/10/6,25.0,8,16.1,8
1965/10/7,21.5,8,16.4,8
1965/10/8,18.2,8,14.1,8
1965/10/9,20.8,8,11.0,8
1965/10/10,21.0,8,10.4,8
1965/10/11,21.0,8,12.2,8
1965/10/12,20.8,8,10.3,8
1965/10/13,20.3,8,10.9,8
1965/10/14,20.9,8,13.7,8
1965/10/15,25.7,8,15.4,8
1965/10/16,21.5,8,12.5,8
1965/10/17,21.6,8,13.1,8
1965/10/18,17.5,8,12.9,8
1965/10/19,17.9,8,14.1,8
1965/10/20,17.8,8,11.8,8
1965/10/21,22.3,8,10.4,8
1965/10/22,18.3,8,12.1,8
1965/10/23,16.6,8,11.9,8
1965/10/24,20.4,8,11.1,8
1965/10/25,21.0,8,13.4,8
1965/10/26,22.0,8,11.9,8
1965/10/27,22.8,8,12.0,8
1965/10/28,23.9,8,12.2,8
1965/10/29,23.7,8,11.5,8
1965/10/30,20.4,8,13.1,8
1965/10/31,16.2,8,13.1,8
1965/11/1,22.8,8,12.3,8
1965/11/2,17.9,8,13.2,8
1965/11/3,21.5,8,11.4,8
1965/11/4,18.4,8,10.1,8
1965/11/5,24.9,8,12.1,8
1965/11/6,22.9,8,14.1,8
1965/11/7,17.0,8,12.9,8
1965/11/8,18.3,8,13.9,8
1965/11/9,23.7,8,13.0,8
1965/11/10,19.3,8,9.8,8
1965/11/11,14.8,8,8.0,8
1965/11/12,14.1,8,5.2,8
1965/11/13,14.4,8,5.4,8
1965/11/14,21.1,8,7.0,8
1965/11/15,14.3,8,8.7,8
1965/11/16,19.5,8,8.1,8
1965/11/17,14.2,8,9.0,8
1965/11/18,13.5,8,5.9,8
1965/11/19,17.3,8,5.4,8
1965/11/20,19.8,8,9.4,8
1965/11/21,19.7,8,7.4,8
1965/11/22,12.4,8,6.2,8
1965/11/23,10.9,8,6.9,8
1965/11/24,17.9,8,8.2,8
1965/11/25,13.2,8,6.5,8
1965/11/26,13.6,8,6.4,8
1965/11/27,13.6,8,4.7,8
1965/11/28,14.3,8,4.6,8
1965/11/29,12.7,8,4.9,8
1965/11/30,16.4,8,7.0,8
1965/12/1,12.5,8,4.7,8
1965/12/2,10.2,8,2.5,8
1965/12/3,13.9,8,3.0,8
1965/12/4,17.0,8,7.2,8
1965/12/5,13.4,8,8.0,8
1965/12/6,10.1,8,2.6,8
1965/12/7,7.5,8,1.0,8
1965/12/8,11.7,8,-0.4,8
1965/12/9,14.4,8,2.2,8
1965/12/10,11.9,8,3.6,8
1965/12/11,8.6,8,3.1,8
1965/12/12,17.6,8,5.5,8
1965/12/13,12.7,8,5.9,8
1965/12/14,10.6,8,4.1,8
1965/12/15,12.3,8,4.6,8
1965/12/16,7.9,8,1.2,8
1965/12/17,8.5,8,-1.4,8
1965/12/18,10.0,8,-1.2,8
1965/12/19,11.0,8,0.8,8
1965/12/20,8.8,8,3.1,8
1965/12/21,15.0,8,2.7,8
1965/12/22,13.5,8,4.5,8
1965/12/23,9.4,8,6.0,8
1965/12/24,14.7,8,2.6,8
1965/12/25,7.9,8,0.0,8
1965/12/26,7.0,8,0.9,8
1965/12/27,8.8,8,1.7,8
1965/12/28,6.9,8,1.1,8
1965/12/29,12.0,8,5.4,8
1965/12/30,11.0,8,5.1,8
1965/12/31,6.6,8,1.0,8
1966/1/1,7.9,8,-1.2,8
1966/1/2,9.4,8,-0.1,8
1966/1/3,10.7,8,-0.4,8
1966/1/4,7.0,8,2.3,8
1966/1/5,12.4,8,1.9,8
1966/1/6,11.4,8,0.4,8
1966/1/7,15.5,8,1.2,8
1966/1/8,10.6,8,0.6,8
1966/1/9,9.1,8,0.9,8
1966/1/10,8.0,8,-1.1,8
1966/1/11,16.5,8,2.2,8
1966/1/12,8.2,8,3.5,8
1966/1/13,6.6,8,2.7,8
1966/1/14,8.2,8,1.7,8
1966/1/15,10.8,8,-0.5,8
1966/1/16,10.4,8,0.3,8
1966/1/17,17.2,8,0.9,8
1966/1/18,7.2,8,1.9,8
1966/1/19,9.8,8,-0.9,8
1966/1/20,5.7,8,-1.9,8
1966/1/21,7.4,8,-2.9,8
1966/1/22,7.5,8,-2.3,8
1966/1/23,5.8,8,-2.8,8
1966/1/24,5.4,8,-2.0,8
1966/1/25,5.0,8,-2.7,8
1966/1/26,12.0,8,1.6,8
1966/1/27,6.2,8,0.7,8
1966/1/28,5.8,8,-1.3,8
1966/1/29,10.1,8,-2.0,8
1966/1/30,9.2,8,1.5,8
1966/1/31,10.9,8,2.0,8
1966/2/1,11.8,8,1.8,8
1966/2/2,12.3,8,2.7,8
1966/2/3,19.1,8,6.0,8
1966/2/4,13.0,8,5.4,8
1966/2/5,9.3,8,1.3,8
1966/2/6,6.5,8,-1.5,8
1966/2/7,6.5,8,-2.2,8
1966/2/8,8.8,8,-1.1,8
1966/2/9,14.8,8,-0.2,8
1966/2/10,16.7,8,2.1,8
1966/2/11,16.8,8,4.3,8
1966/2/12,8.0,8,1.3,8
1966/2/13,9.2,8,0.4,8
1966/2/14,9.7,8,2.6,8
1966/2/15,10.3,8,1.5,8
1966/2/16,14.2,8,0.3,8
1966/2/17,9.3,8,6.8,8
1966/2/18,13.0,8,3.2,8
1966/2/19,9.7,8,2.3,8
1966/2/20,11.2,8,3.8,8
1966/2/21,15.6,8,6.1,8
1966/2/22,12.1,8,9.5,8
1966/2/23,10.9,8,-0.6,8
1966/2/24,7.4,8,-3.2,8
1966/2/25,6.8,8,1.7,8
1966/2/26,13.4,8,2.8,8
1966/2/27,9.9,8,7.2,8
1966/2/28,18.9,8,8.2,8
1966/3/1,18.8,8,6.2,8
1966/3/2,18.6,8,7.6,8
1966/3/3,18.5,8,12.5,8
1966/3/4,15.4,8,13.1,8
1966/3/5,21.6,8,5.4,8
1966/3/6,6.2,8,3.1,8
1966/3/7,5.9,8,2.5,8
1966/3/8,5.0,8,2.2,8
1966/3/9,7.5,8,3.2,8
1966/3/10,11.9,8,4.0,8
1966/3/11,12.5,8,4.1,8
1966/3/12,15.7,8,6.8,8
1966/3/13,18.5,8,6.7,8
1966/3/14,17.4,8,8.6,8
1966/3/15,9.7,8,4.7,8
1966/3/16,20.3,8,3.6,8
1966/3/17,16.0,8,5.9,8
1966/3/18,13.9,8,4.1,8
1966/3/19,16.5,8,7.1,8
1966/3/20,12.5,8,3.1,8
1966/3/21,13.2,8,1.2,8
1966/3/22,12.9,8,3.3,8
1966/3/23,16.0,8,6.7,8
1966/3/24,14.8,8,8.3,8
1966/3/25,11.4,8,5.9,8
1966/3/26,13.4,8,4.0,8
1966/3/27,11.8,8,5.0,8
1966/3/28,9.6,8,6.6,8
1966/3/29,14.3,8,4.5,8
1966/3/30,13.0,8,6.0,8
1966/3/31,11.1,8,4.1,8
1966/4/1,12.5,8,5.0,8
1966/4/2,17.8,8,6.1,8
1966/4/3,20.7,8,7.7,8
1966/4/4,15.5,8,5.1,8
1966/4/5,13.0,8,5.1,8
1966/4/6,15.2,8,7.1,8
1966/4/7,16.5,8,9.9,8
1966/4/8,14.0,8,10.6,8
1966/4/9,16.1,8,9.2,8
1966/4/10,13.5,8,8.1,8
1966/4/11,11.4,8,6.9,8
1966/4/12,17.0,8,6.3,8
1966/4/13,17.7,8,6.0,8
1966/4/14,19.7,8,10.3,8
1966/4/15,16.0,8,10.7,8
1966/4/16,25.3,8,12.6,8
1966/4/17,16.9,8,7.8,8
1966/4/18,17.3,8,6.2,8
1966/4/19,12.0,8,7.7,8
1966/4/20,17.3,8,8.8,8
1966/4/21,19.9,8,8.6,8
1966/4/22,15.9,8,12.6,8
1966/4/23,17.5,8,11.2,8
1966/4/24,16.8,8,13.6,8
1966/4/25,22.7,8,13.6,8
1966/4/26,22.6,8,14.3,8
1966/4/27,26.4,8,17.8,8
1966/4/28,21.5,8,15.0,8
1966/4/29,23.6,8,14.9,8
1966/4/30,19.9,8,12.7,8
1966/5/1,16.6,8,9.8,8
1966/5/2,19.4,8,12.8,8
1966/5/3,22.9,8,13.5,8
1966/5/4,22.4,8,11.6,8
1966/5/5,19.5,8,11.8,8
1966/5/6,21.6,8,12.1,8
1966/5/7,21.2,8,15.0,8
1966/5/8,27.2,8,14.2,8
1966/5/9,24.1,8,14.0,8
1966/5/10,27.5,8,17.4,8
1966/5/11,22.1,8,15.1,8
1966/5/12,21.5,8,12.8,8
1966/5/13,23.9,8,11.1,8
1966/5/14,23.5,8,13.5,8
1966/5/15,23.2,8,15.9,8
1966/5/16,22.9,8,14.1,8
1966/5/17,20.9,8,12.4,8
1966/5/18,21.5,8,10.7,8
1966/5/19,26.0,8,12.6,8
1966/5/20,25.5,8,13.8,8
1966/5/21,22.9,8,14.0,8
1966/5/22,15.1,8,12.8,8
1966/5/23,13.0,8,9.8,8
1966/5/24,19.1,8,9.0,8
1966/5/25,18.8,8,12.3,8
1966/5/26,24.4,8,13.2,8
1966/5/27,26.9,8,14.0,8
1966/5/28,26.3,8,14.1,8
1966/5/29,24.4,8,19.2,8
1966/5/30,24.1,8,17.4,8
1966/5/31,24.1,8,15.9,8
1966/6/1,19.4,8,14.4,8
1966/6/2,18.9,8,13.5,8
1966/6/3,18.9,8,12.3,8
1966/6/4,17.1,8,13.0,8
1966/6/5,20.7,8,12.8,8
1966/6/6,24.0,8,15.6,8
1966/6/7,25.7,8,16.1,8
1966/6/8,24.2,8,16.6,8
1966/6/9,18.7,8,16.1,8
1966/6/10,16.5,8,13.2,8
1966/6/11,18.6,8,11.8,8
1966/6/12,18.6,8,11.1,8
1966/6/13,23.9,8,12.0,8
1966/6/14,25.3,8,15.2,8
1966/6/15,25.5,8,18.5,8
1966/6/16,20.9,8,16.5,8
1966/6/17,25.6,8,16.3,8
1966/6/18,23.0,8,18.4,8
1966/6/19,25.1,8,17.3,8
1966/6/20,25.5,8,19.3,8
1966/6/21,29.4,8,20.8,8
1966/6/22,28.6,8,20.7,8
1966/6/23,27.8,8,19.5,8
1966/6/24,25.5,8,19.0,8
1966/6/25,25.6,8,19.9,8
1966/6/26,30.1,8,21.6,8
1966/6/27,30.1,8,19.7,8
1966/6/28,23.6,8,19.0,8
1966/6/29,30.5,8,20.4,8
1966/6/30,26.2,8,19.1,8
1966/7/1,22.0,8,17.9,8
1966/7/2,28.6,8,15.9,8
1966/7/3,16.4,8,14.2,8
1966/7/4,21.5,8,14.1,8
1966/7/5,25.1,8,15.2,8
1966/7/6,24.3,8,19.2,8
1966/7/7,24.1,8,19.2,8
1966/7/8,26.6,8,20.6,8
1966/7/9,25.0,8,22.0,8
1966/7/10,24.4,8,19.8,8
1966/7/11,26.0,8,20.2,8
1966/7/12,28.1,8,20.0,8
1966/7/13,26.6,8,19.5,8
1966/7/14,27.2,8,20.1,8
1966/7/15,28.3,8,22.3,8
1966/7/16,29.1,8,23.6,8
1966/7/17,30.1,8,24.9,8
1966/7/18,29.7,8,23.8,8
1966/7/19,29.2,8,22.9,8
1966/7/20,29.9,8,23.8,8
1966/7/21,31.2,8,23.7,8
1966/7/22,32.3,8,23.6,8
1966/7/23,28.1,8,22.5,8
1966/7/24,29.1,8,22.8,8
1966/7/25,31.2,8,24.3,8
1966/7/26,32.0,8,24.8,8
1966/7/27,31.8,8,25.1,8
1966/7/28,32.6,8,25.4,8
1966/7/29,32.2,8,25.9,8
1966/7/30,30.3,8,25.5,8
1966/7/31,33.0,8,25.8,8
1966/8/1,28.8,8,23.3,8
1966/8/2,26.3,8,21.2,8
1966/8/3,26.6,8,21.4,8
1966/8/4,29.6,8,22.7,8
1966/8/5,30.0,8,22.4,8
1966/8/6,32.1,8,22.7,8
1966/8/7,33.9,8,24.4,8
1966/8/8,34.9,8,24.0,8
1966/8/9,27.7,8,23.3,8
1966/8/10,28.1,8,22.1,8
1966/8/11,31.2,8,25.8,8
1966/8/12,33.4,8,26.0,8
1966/8/13,32.9,8,25.0,8
1966/8/14,31.0,8,24.2,8
1966/8/15,28.3,8,25.4,8
1966/8/16,27.9,8,24.0,8
1966/8/17,31.7,8,25.7,8
1966/8/18,32.0,8,25.8,8
1966/8/19,31.4,8,25.9,8
1966/8/20,32.4,8,26.2,8
1966/8/21,29.9,8,24.4,8
1966/8/22,28.7,8,23.7,8
1966/8/23,30.8,8,25.1,8
1966/8/24,31.8,8,25.9,8
1966/8/25,32.1,8,25.1,8
1966/8/26,29.5,8,22.6,8
1966/8/27,29.5,8,22.0,8
1966/8/28,30.9,8,22.9,8
1966/8/29,30.9,8,23.3,8
1966/8/30,30.4,8,23.7,8
1966/8/31,30.0,8,22.7,8
1966/9/1,32.8,8,21.6,8
1966/9/2,32.3,8,25.3,8
1966/9/3,29.6,8,23.5,8
1966/9/4,30.3,8,23.3,8
1966/9/5,26.0,8,21.0,8
1966/9/6,27.2,8,19.9,8
1966/9/7,30.3,8,21.9,8
1966/9/8,30.1,8,24.6,8
1966/9/9,28.9,8,23.8,8
1966/9/10,31.6,8,25.5,8
1966/9/11,31.5,8,25.1,8
1966/9/12,28.7,8,23.6,8
1966/9/13,25.5,8,21.3,8
1966/9/14,22.2,8,20.6,8
1966/9/15,25.4,8,18.9,8
1966/9/16,24.5,8,18.4,8
1966/9/17,20.5,8,16.1,8
1966/9/18,17.7,8,15.6,8
1966/9/19,19.0,8,16.7,8
1966/9/20,25.2,8,18.0,8
1966/9/21,26.9,8,17.1,8
1966/9/22,25.9,8,19.4,8
1966/9/23,25.0,8,19.4,8
1966/9/24,19.9,8,16.0,8
1966/9/25,29.6,8,17.1,8
1966/9/26,27.7,8,22.0,8
1966/9/27,25.9,8,20.4,8
1966/9/28,24.0,8,18.2,8
1966/9/29,25.5,8,14.6,8
1966/9/30,24.4,8,15.6,8
1966/10/1,25.7,8,16.0,8
1966/10/2,20.3,8,16.5,8
1966/10/3,22.4,8,17.2,8
1966/10/4,26.7,8,18.0,8
1966/10/5,22.1,8,16.3,8
1966/10/6,19.9,8,13.9,8
1966/10/7,22.2,8,13.9,8
1966/10/8,24.0,8,14.0,8
1966/10/9,24.4,8,17.5,8
1966/10/10,24.9,8,16.1,8
1966/10/11,24.0,8,18.0,8
1966/10/12,23.3,8,18.5,8
1966/10/13,25.1,8,16.6,8
1966/10/14,25.2,8,16.8,8
1966/10/15,22.9,8,17.5,8
1966/10/16,24.4,8,17.5,8
1966/10/17,22.5,8,16.2,8
1966/10/18,23.6,8,14.3,8
1966/10/19,22.4,8,12.7,8
1966/10/20,23.0,8,12.2,8
1966/10/21,21.9,8,13.3,8
1966/10/22,22.8,8,12.1,8
1966/10/23,20.4,8,13.0,8
1966/10/24,21.9,8,12.1,8
1966/10/25,23.1,8,12.3,8
1966/10/26,19.1,8,16.3,8
1966/10/27,19.2,8,16.8,8
1966/10/28,22.3,8,17.7,8
1966/10/29,21.0,8,12.8,8
1966/10/30,20.8,8,11.0,8
1966/10/31,22.9,8,12.6,8
1966/11/1,21.9,8,12.2,8
1966/11/2,21.0,8,14.2,8
1966/11/3,18.0,8,10.0,8
1966/11/4,17.4,8,8.4,8
1966/11/5,18.5,8,10.8,8
1966/11/6,20.1,8,9.7,8
1966/11/7,24.4,8,14.2,8
1966/11/8,21.9,8,14.1,8
1966/11/9,19.3,8,14.6,8
1966/11/10,20.6,8,13.3,8
1966/11/11,21.3,8,13.2,8
1966/11/12,16.6,8,11.3,8
1966/11/13,15.1,8,8.8,8
1966/11/14,24.9,8,13.1,8
1966/11/15,15.9,8,8.8,8
1966/11/16,10.9,8,5.9,8
1966/11/17,13.9,8,8.4,8
1966/11/18,18.0,8,10.3,8
1966/11/19,16.7,8,10.3,8
1966/11/20,20.2,8,7.2,8
1966/11/21,17.5,8,5.9,8
1966/11/22,11.8,8,3.3,8
1966/11/23,9.7,8,2.1,8
1966/11/24,15.3,8,3.4,8
1966/11/25,20.3,8,6.1,8
1966/11/26,14.3,8,5.0,8
1966/11/27,11.2,8,3.9,8
1966/11/28,13.4,8,2.6,8
1966/11/29,13.9,8,7.2,8
1966/11/30,10.1,8,6.5,8
1966/12/1,11.0,8,4.1,8
1966/12/2,10.2,8,1.3,8
1966/12/3,11.8,8,1.5,8
1966/12/4,10.9,8,4.0,8
1966/12/5,9.6,8,2.1,8
1966/12/6,14.9,8,5.1,8
1966/12/7,13.0,8,4.5,8
1966/12/8,11.9,8,3.9,8
1966/12/9,15.3,8,3.9,8
1966/12/10,10.0,8,4.1,8
1966/12/11,11.9,8,1.6,8
1966/12/12,9.5,8,3.0,8
1966/12/13,9.4,8,1.6,8
1966/12/14,7.4,8,0.1,8
1966/12/15,10.9,8,0.9,8
1966/12/16,8.2,8,1.8,8
1966/12/17,13.2,8,1.6,8
1966/12/18,13.7,8,2.6,8
1966/12/19,12.9,8,5.0,8
1966/12/20,15.3,8,6.2,8
1966/12/21,8.2,8,5.0,8
1966/12/22,11.9,8,2.2,8
1966/12/23,8.3,8,4.8,8
1966/12/24,14.0,8,2.4,8
1966/12/25,7.5,8,3.5,8
1966/12/26,7.4,8,2.1,8
1966/12/27,7.7,8,0.5,8
1966/12/28,7.9,8,-1.9,8
1966/12/29,8.4,8,-0.1,8
1966/12/30,9.5,8,0.4,8
1966/12/31,9.0,8,1.9,8
1967/1/1,4.1,8,2.1,8
1967/1/2,9.5,8,2.4,8
1967/1/3,7.6,8,0.3,8
1967/1/4,7.5,8,-2.0,8
1967/1/5,8.4,8,-2.5,8
1967/1/6,5.9,8,0.3,8
1967/1/7,11.0,8,-1.2,8
1967/1/8,5.2,8,-0.5,8
1967/1/9,7.0,8,-3.5,8
1967/1/10,6.3,8,-1.8,8
1967/1/11,2.5,8,-1.4,8
1967/1/12,10.7,8,0.2,8
1967/1/13,11.5,8,3.2,8
1967/1/14,9.8,8,0.5,8
1967/1/15,5.0,8,-0.2,8
1967/1/16,4.0,8,-1.9,8
1967/1/17,4.8,8,-3.6,8
1967/1/18,8.8,8,-2.1,8
1967/1/19,12.9,8,-1.4,8
1967/1/20,9.0,8,2.1,8
1967/1/21,10.5,8,-1.5,8
1967/1/22,14.2,8,-0.2,8
1967/1/23,9.5,8,2.3,8
1967/1/24,11.4,8,-1.5,8
1967/1/25,13.1,8,4.5,8
1967/1/26,13.2,8,1.8,8
1967/1/27,15.4,8,1.5,8
1967/1/28,8.3,8,3.6,8
1967/1/29,9.4,8,3.5,8
1967/1/30,9.6,8,1.9,8
1967/1/31,7.0,8,-0.3,8
1967/2/1,8.5,8,-2.5,8
1967/2/2,10.2,8,-0.8,8
1967/2/3,7.1,8,1.9,8
1967/2/4,12.1,8,0.9,8
1967/2/5,10.3,8,0.1,8
1967/2/6,13.6,8,3.0,8
1967/2/7,14.9,8,1.9,8
1967/2/8,12.5,8,4.9,8
1967/2/9,6.5,8,2.8,8
1967/2/10,3.8,8,-0.1,8
1967/2/11,0.0,8,-1.2,8
1967/2/12,-0.2,8,-2.1,8
1967/2/13,3.0,8,-4.0,8
1967/2/14,3.1,8,-2.3,8
1967/2/15,6.4,8,-2.6,8
1967/2/16,6.9,8,-2.6,8
1967/2/17,11.0,8,-2.6,8
1967/2/18,8.0,8,-1.8,8
1967/2/19,9.9,8,-0.9,8
1967/2/20,12.5,8,2.1,8
1967/2/21,11.9,8,2.7,8
1967/2/22,16.1,8,4.7,8
1967/2/23,19.1,8,12.1,8
1967/2/24,12.1,8,5.4,8
1967/2/25,8.8,8,3.3,8
1967/2/26,7.0,8,3.4,8
1967/2/27,7.8,8,2.9,8
1967/2/28,7.6,8,1.1,8
1967/3/1,9.5,8,-0.9,8
1967/3/2,12.4,8,1.4,8
1967/3/3,16.0,8,2.6,8
1967/3/4,17.7,8,10.1,8
1967/3/5,18.6,8,5.1,8
1967/3/6,5.1,8,2.8,8
1967/3/7,9.1,8,1.7,8
1967/3/8,9.9,8,1.4,8
1967/3/9,6.3,8,3.1,8
1967/3/10,11.3,8,4.6,8
1967/3/11,12.0,8,4.4,8
1967/3/12,8.1,8,2.1,8
1967/3/13,16.5,8,2.3,8
1967/3/14,13.7,8,5.5,8
1967/3/15,16.7,8,1.9,8
1967/3/16,16.5,8,5.7,8
1967/3/17,14.7,8,8.0,8
1967/3/18,12.8,8,7.0,8
1967/3/19,14.9,8,2.8,8
1967/3/20,13.5,8,4.3,8
1967/3/21,13.7,8,5.7,8
1967/3/22,16.0,8,6.0,8
1967/3/23,14.6,8,4.1,8
1967/3/24,10.6,8,2.0,8
1967/3/25,13.6,8,2.9,8
1967/3/26,18.0,8,4.9,8
1967/3/27,20.2,8,15.0,8
1967/3/28,18.4,8,9.3,8
1967/3/29,16.1,8,7.1,8
1967/3/30,13.8,8,7.2,8
1967/3/31,23.3,8,7.0,8
1967/4/1,22.1,8,11.8,8
1967/4/2,18.6,8,13.5,8
1967/4/3,18.0,8,12.0,8
1967/4/4,23.4,8,10.6,8
1967/4/5,16.5,8,6.9,8
1967/4/6,19.6,8,7.3,8
1967/4/7,20.1,8,11.1,8
1967/4/8,16.1,8,7.5,8
1967/4/9,15.7,8,8.9,8
1967/4/10,16.1,8,10.8,8
1967/4/11,16.3,8,11.7,8
1967/4/12,12.9,8,9.1,8
1967/4/13,13.1,8,9.2,8
1967/4/14,18.8,8,10.5,8
1967/4/15,14.1,8,8.3,8
1967/4/16,12.1,8,2.1,8
1967/4/17,13.1,8,1.8,8
1967/4/18,17.1,8,8.5,8
1967/4/19,17.6,8,11.8,8
1967/4/20,23.4,8,13.9,8
1967/4/21,21.3,8,10.0,8
1967/4/22,21.0,8,10.6,8
1967/4/23,19.3,8,8.8,8
1967/4/24,21.0,8,9.0,8
1967/4/25,21.3,8,8.7,8
1967/4/26,23.1,8,8.9,8
1967/4/27,23.2,8,11.5,8
1967/4/28,22.4,8,16.1,8
1967/4/29,18.8,8,16.0,8
1967/4/30,24.2,8,16.6,8
1967/5/1,25.0,8,16.8,8
1967/5/2,23.1,8,15.2,8
1967/5/3,23.7,8,12.5,8
1967/5/4,23.0,8,14.9,8
1967/5/5,23.7,8,13.5,8
1967/5/6,24.6,8,13.4,8
1967/5/7,19.8,8,16.9,8
1967/5/8,25.7,8,15.5,8
1967/5/9,17.2,8,13.8,8
1967/5/10,15.6,8,14.0,8
1967/5/11,20.9,8,13.8,8
1967/5/12,26.7,8,14.7,8
1967/5/13,26.5,8,16.7,8
1967/5/14,26.3,8,17.7,8
1967/5/15,21.5,8,12.9,8
1967/5/16,25.5,8,12.3,8
1967/5/17,25.2,8,13.7,8
1967/5/18,27.9,8,17.4,8
1967/5/19,29.0,8,16.4,8
1967/5/20,21.5,8,14.2,8
1967/5/21,23.6,8,15.1,8
1967/5/22,26.2,8,15.1,8
1967/5/23,27.7,8,16.2,8
1967/5/24,27.5,8,17.6,8
1967/5/25,26.8,8,18.9,8
1967/5/26,26.7,8,18.5,8
1967/5/27,25.7,8,19.9,8
1967/5/28,23.4,8,17.5,8
1967/5/29,25.9,8,16.7,8
1967/5/30,28.0,8,17.5,8
1967/5/31,30.4,8,16.3,8
1967/6/1,28.2,8,18.6,8
1967/6/2,28.6,8,21.1,8
1967/6/3,27.1,8,19.3,8
1967/6/4,27.2,8,21.9,8
1967/6/5,25.6,8,19.1,8
1967/6/6,29.0,8,19.8,8
1967/6/7,24.0,8,17.3,8
1967/6/8,26.4,8,16.2,8
1967/6/9,20.6,8,17.7,8
1967/6/10,23.6,8,17.0,8
1967/6/11,27.7,8,20.2,8
1967/6/12,26.9,8,19.0,8
1967/6/13,28.6,8,21.6,8
1967/6/14,29.3,8,21.5,8
1967/6/15,27.9,8,18.7,8
1967/6/16,27.9,8,18.0,8
1967/6/17,27.1,8,20.1,8
1967/6/18,26.3,8,20.3,8
1967/6/19,26.9,8,19.1,8
1967/6/20,25.3,8,18.6,8
1967/6/21,26.7,8,19.5,8
1967/6/22,26.1,8,21.2,8
1967/6/23,25.5,8,19.7,8
1967/6/24,29.9,8,19.8,8
1967/6/25,27.5,8,20.9,8
1967/6/26,30.9,8,20.4,8
1967/6/27,28.2,8,19.6,8
