ダウンロードした時刻：2025/07/06 01:38:45

,東京,東京,東京,東京
1881/12/22,16.6,8,-3.6,8
1881/12/23,9.5,8,-1.5,8
1881/12/24,6.3,8,-2.2,8
1881/12/25,6.7,8,-3.9,8
1881/12/26,3.4,8,-1.3,8
1881/12/27,11.6,8,1.3,8
1881/12/28,5.9,8,-3.6,8
1881/12/29,9.9,8,-5.2,8
1881/12/30,8.3,8,-3.8,8
1881/12/31,8.4,8,-4.7,8
1882/1/1,7.7,8,-3.2,8
1882/1/2,8.1,8,-3.9,8
1882/1/3,10.1,8,-6.3,8
1882/1/4,11.1,8,-0.2,8
1882/1/5,15.0,8,-2.7,8
1882/1/6,9.4,8,0.1,8
1882/1/7,8.1,8,-1.0,8
1882/1/8,4.8,8,1.1,8
1882/1/9,10.2,8,-0.4,8
1882/1/10,10.7,8,0.2,8
1882/1/11,10.6,8,-2.0,8
1882/1/12,7.3,8,-2.7,8
1882/1/13,7.2,8,-1.7,8
1882/1/14,9.1,8,-3.8,8
1882/1/15,6.2,8,-3.7,8
1882/1/16,7.2,8,-4.9,8
1882/1/17,8.6,8,-5.5,8
1882/1/18,11.5,8,-1.8,8
1882/1/19,10.1,8,-1.6,8
1882/1/20,7.8,8,0.0,8
1882/1/21,10.4,8,-1.0,8
1882/1/22,12.4,8,-1.6,8
1882/1/23,10.9,8,-1.7,8
1882/1/24,13.9,8,-0.4,8
1882/1/25,7.9,8,2.8,8
1882/1/26,17.0,8,4.8,8
1882/1/27,10.6,8,0.6,8
1882/1/28,8.7,8,-1.0,8
1882/1/29,9.1,8,-3.4,8
1882/1/30,10.8,8,-1.9,8
1882/1/31,22.6,8,6.2,8
1882/2/1,12.1,8,1.8,8
1882/2/2,4.5,8,-1.6,8
1882/2/3,4.9,8,-1.2,8
1882/2/4,6.1,8,-0.9,8
1882/2/5,8.7,8,0.2,8
1882/2/6,6.7,8,2.7,8
1882/2/7,13.3,8,2.6,8
1882/2/8,10.7,8,1.6,8
1882/2/9,9.1,8,1.9,8
1882/2/10,12.8,8,0.7,8
1882/2/11,10.6,8,-0.5,8
1882/2/12,12.3,8,-0.4,8
1882/2/13,6.8,8,-3.3,8
1882/2/14,10.2,8,-4.4,8
1882/2/15,10.1,8,-3.4,8
1882/2/16,4.9,8,0.8,8
1882/2/17,13.6,8,2.9,8
1882/2/18,10.7,8,4.0,8
1882/2/19,11.2,8,3.4,8
1882/2/20,9.6,8,2.9,8
1882/2/21,7.8,8,0.5,8
1882/2/22,11.8,8,-1.6,8
1882/2/23,11.2,8,-2.5,8
1882/2/24,10.2,8,-1.0,8
1882/2/25,11.1,8,-1.0,8
1882/2/26,12.2,8,-0.6,8
1882/2/27,10.1,8,-1.1,8
1882/2/28,5.9,8,-1.4,8
1882/3/1,5.5,8,0.1,8
1882/3/2,7.1,8,-1.1,8
1882/3/3,6.2,8,-1.2,8
1882/3/4,6.8,8,-1.6,8
1882/3/5,10.8,8,-2.6,8
1882/3/6,10.1,8,-1.7,8
1882/3/7,11.7,8,-0.7,8
1882/3/8,10.8,8,0.1,8
1882/3/9,10.6,8,-1.1,8
1882/3/10,12.4,8,-0.4,8
1882/3/11,10.9,8,-0.9,8
1882/3/12,15.6,8,0.0,8
1882/3/13,9.4,8,-1.6,8
1882/3/14,11.7,8,-3.9,8
1882/3/15,12.0,8,-3.4,8
1882/3/16,18.3,8,1.6,8
1882/3/17,22.7,8,0.6,8
1882/3/18,17.6,8,0.7,8
1882/3/19,9.3,8,3.4,8
1882/3/20,16.9,8,2.4,8
1882/3/21,10.1,8,1.2,8
1882/3/22,8.9,8,1.5,8
1882/3/23,13.3,8,0.0,8
1882/3/24,10.1,8,-0.4,8
1882/3/25,13.9,8,-0.7,8
1882/3/26,16.7,8,3.9,8
1882/3/27,14.6,8,1.3,8
1882/3/28,14.4,8,0.4,8
1882/3/29,15.0,8,-2.5,8
1882/3/30,17.1,8,1.8,8
1882/3/31,16.2,8,0.1,8
1882/4/1,17.2,8,7.2,8
1882/4/2,18.9,8,6.3,8
1882/4/3,12.3,8,5.6,8
1882/4/4,24.0,8,7.7,8
1882/4/5,20.4,8,8.1,8
1882/4/6,12.7,8,1.8,8
1882/4/7,15.9,8,0.7,8
1882/4/8,14.7,8,4.4,8
1882/4/9,15.1,8,8.8,8
1882/4/10,20.9,8,8.4,8
1882/4/11,21.2,8,4.7,8
1882/4/12,14.0,8,8.9,8
1882/4/13,18.4,8,12.8,8
1882/4/14,17.4,8,7.2,8
1882/4/15,14.1,8,3.4,8
1882/4/16,14.1,8,4.0,8
1882/4/17,17.4,8,2.2,8
1882/4/18,19.4,8,4.7,8
1882/4/19,19.3,8,6.8,8
1882/4/20,18.1,8,7.9,8
1882/4/21,19.6,8,10.1,8
1882/4/22,19.4,8,13.3,8
1882/4/23,21.4,8,11.2,8
1882/4/24,18.9,8,6.6,8
1882/4/25,19.3,8,6.3,8
1882/4/26,20.9,8,5.1,8
1882/4/27,21.1,8,9.1,8
1882/4/28,16.6,8,11.8,8
1882/4/29,24.4,8,10.4,8
1882/4/30,24.8,8,7.7,8
1882/5/1,20.6,8,3.2,8
1882/5/2,21.8,8,7.3,8
1882/5/3,22.1,8,11.3,8
1882/5/4,21.2,8,12.3,8
1882/5/5,25.0,8,7.9,8
1882/5/6,20.4,8,2.2,8
1882/5/7,20.6,8,6.1,8
1882/5/8,20.6,8,4.8,8
1882/5/9,17.3,8,9.1,8
1882/5/10,18.8,8,10.4,8
1882/5/11,22.9,8,16.1,8
1882/5/12,21.7,8,8.4,8
1882/5/13,18.6,8,10.2,8
1882/5/14,17.8,8,10.3,8
1882/5/15,24.2,8,9.9,8
1882/5/16,24.6,8,6.8,8
1882/5/17,24.7,8,10.1,8
1882/5/18,20.4,8,11.8,8
1882/5/19,20.4,8,13.8,8
1882/5/20,26.9,8,14.3,8
1882/5/21,24.9,8,16.8,8
1882/5/22,24.3,8,17.3,8
1882/5/23,22.6,8,15.1,8
1882/5/24,25.3,8,12.3,8
1882/5/25,25.8,8,12.4,8
1882/5/26,19.8,8,14.8,8
1882/5/27,24.3,8,15.9,8
1882/5/28,19.4,8,12.3,8
1882/5/29,17.7,8,10.7,8
1882/5/30,21.2,8,8.4,8
1882/5/31,22.0,8,11.4,8
1882/6/1,24.2,8,15.9,8
1882/6/2,26.7,8,17.1,8
1882/6/3,25.0,8,15.9,8
1882/6/4,24.4,8,18.2,8
1882/6/5,23.9,8,15.0,8
1882/6/6,21.8,8,12.4,8
1882/6/7,26.7,8,10.6,8
1882/6/8,26.2,8,12.3,8
1882/6/9,21.2,8,15.6,8
1882/6/10,24.0,8,16.8,8
1882/6/11,19.7,8,15.6,8
1882/6/12,22.6,8,15.6,8
1882/6/13,23.2,8,17.9,8
1882/6/14,19.6,8,17.3,8
1882/6/15,25.3,8,16.7,8
1882/6/16,24.7,8,15.8,8
1882/6/17,20.5,8,13.3,8
1882/6/18,20.6,8,18.4,8
1882/6/19,24.3,8,18.3,8
1882/6/20,25.9,8,16.4,8
1882/6/21,25.9,8,17.9,8
1882/6/22,26.7,8,19.3,8
1882/6/23,27.4,8,21.3,8
1882/6/24,22.4,8,17.3,8
1882/6/25,20.6,8,16.2,8
1882/6/26,24.2,8,18.5,8
1882/6/27,26.3,8,19.5,8
1882/6/28,25.3,8,17.9,8
1882/6/29,24.8,8,16.7,8
1882/6/30,26.9,8,18.2,8
1882/7/1,25.7,8,16.7,8
1882/7/2,28.0,8,16.4,8
1882/7/3,27.2,8,20.2,8
1882/7/4,27.3,8,18.5,8
1882/7/5,20.9,8,18.3,8
1882/7/6,26.6,8,17.4,8
1882/7/7,25.2,8,18.9,8
1882/7/8,25.7,8,17.4,8
1882/7/9,28.1,8,21.2,8
1882/7/10,27.0,8,20.5,8
1882/7/11,26.0,8,18.9,8
1882/7/12,23.6,8,18.2,8
1882/7/13,23.8,8,16.7,8
1882/7/14,25.6,8,17.3,8
1882/7/15,27.7,8,20.6,8
1882/7/16,26.9,8,21.1,8
1882/7/17,27.4,8,22.4,8
1882/7/18,28.8,8,22.1,8
1882/7/19,28.9,8,20.5,8
1882/7/20,29.3,8,22.9,8
1882/7/21,28.4,8,23.9,8
1882/7/22,30.2,8,24.4,8
1882/7/23,30.6,8,24.4,8
1882/7/24,31.9,8,23.0,8
1882/7/25,31.7,8,22.9,8
1882/7/26,33.2,8,22.3,8
1882/7/27,34.2,8,22.6,8
1882/7/28,31.8,8,24.3,8
1882/7/29,30.5,8,23.8,8
1882/7/30,30.5,8,21.7,8
1882/7/31,30.6,8,23.3,8
1882/8/1,30.4,8,24.4,8
1882/8/2,30.3,8,23.2,8
1882/8/3,31.2,8,23.1,8
1882/8/4,29.9,8,22.5,8
1882/8/5,29.2,8,22.8,8
1882/8/6,25.6,8,22.7,8
1882/8/7,28.2,8,24.4,8
1882/8/8,29.6,8,22.7,8
1882/8/9,30.4,8,22.7,8
1882/8/10,26.2,8,19.8,8
1882/8/11,26.6,8,17.2,8
1882/8/12,27.9,8,17.5,8
1882/8/13,29.2,8,22.7,8
1882/8/14,31.6,8,24.3,8
1882/8/15,31.1,8,22.7,8
1882/8/16,30.6,8,21.6,8
1882/8/17,27.9,8,20.6,8
1882/8/18,24.8,8,20.8,8
1882/8/19,27.4,8,19.1,8
1882/8/20,27.7,8,16.7,8
1882/8/21,27.7,8,16.2,8
1882/8/22,28.6,8,22.4,8
1882/8/23,28.8,8,23.0,8
1882/8/24,29.3,8,21.1,8
1882/8/25,28.9,8,21.9,8
1882/8/26,27.3,8,19.1,8
1882/8/27,27.5,8,19.6,8
1882/8/28,27.7,8,18.3,8
1882/8/29,28.3,8,22.4,8
1882/8/30,26.0,8,20.8,8
1882/8/31,26.7,8,21.7,8
1882/9/1,29.6,8,22.8,8
1882/9/2,28.8,8,21.5,8
1882/9/3,23.8,8,17.3,8
1882/9/4,28.0,8,16.3,8
1882/9/5,27.1,8,16.9,8
1882/9/6,25.7,8,20.6,8
1882/9/7,27.7,8,20.6,8
1882/9/8,29.9,8,21.6,8
1882/9/9,22.7,8,18.8,8
1882/9/10,22.6,8,18.9,8
1882/9/11,23.1,8,17.3,8
1882/9/12,25.9,8,17.0,8
1882/9/13,22.7,8,16.4,8
1882/9/14,28.2,8,17.2,8
1882/9/15,28.3,8,17.2,8
1882/9/16,26.4,8,17.6,8
1882/9/17,22.8,8,16.9,8
1882/9/18,19.9,8,15.9,8
1882/9/19,21.8,8,15.8,8
1882/9/20,26.3,8,16.5,8
1882/9/21,27.2,8,17.2,8
1882/9/22,24.4,8,19.4,8
1882/9/23,25.8,8,19.0,8
1882/9/24,20.3,8,17.7,8
1882/9/25,22.9,8,17.4,8
1882/9/26,23.7,8,17.3,8
1882/9/27,24.4,8,15.0,8
1882/9/28,26.5,8,16.2,8
1882/9/29,22.1,8,16.2,8
1882/9/30,16.7,8,11.9,8
1882/10/1,15.2,8,11.4,8
1882/10/2,29.7,8,15.1,8
1882/10/3,22.7,8,11.2,8
1882/10/4,21.6,8,7.9,8
1882/10/5,21.7,8,10.6,8
1882/10/6,20.5,8,15.6,8
1882/10/7,19.9,8,13.0,8
1882/10/8,21.6,8,8.4,8
1882/10/9,20.4,8,8.3,8
1882/10/10,21.4,8,12.8,8
1882/10/11,16.1,8,9.6,8
1882/10/12,16.7,8,8.0,8
1882/10/13,17.8,8,10.8,8
1882/10/14,21.0,8,10.6,8
1882/10/15,21.5,8,10.1,8
1882/10/16,20.5,8,8.3,8
1882/10/17,15.1,8,10.2,8
1882/10/18,17.1,8,12.8,8
1882/10/19,17.8,8,9.5,8
1882/10/20,17.1,8,9.9,8
1882/10/21,21.6,8,12.2,8
1882/10/22,24.1,8,15.1,8
1882/10/23,23.2,8,12.8,8
1882/10/24,24.2,8,12.9,8
1882/10/25,16.7,8,11.6,8
1882/10/26,18.3,8,9.8,8
1882/10/27,18.7,8,9.9,8
1882/10/28,17.7,8,11.2,8
1882/10/29,18.8,8,13.6,8
1882/10/30,23.1,8,12.3,8
1882/10/31,17.7,8,11.2,8
1882/11/1,21.4,8,9.7,8
1882/11/2,16.7,8,7.8,8
1882/11/3,15.5,8,5.7,8
1882/11/4,18.8,8,10.2,8
1882/11/5,17.6,8,7.9,8
1882/11/6,18.7,8,6.2,8
1882/11/7,20.1,8,8.4,8
1882/11/8,13.1,8,9.9,8
1882/11/9,17.7,8,6.2,8
1882/11/10,13.9,8,5.1,8
1882/11/11,11.5,8,3.5,8
1882/11/12,9.2,8,5.7,8
1882/11/13,16.1,8,6.1,8
1882/11/14,13.2,8,9.7,8
1882/11/15,15.1,8,8.1,8
1882/11/16,12.8,8,5.6,8
1882/11/17,15.5,8,4.0,8
1882/11/18,18.3,8,5.2,8
1882/11/19,15.6,8,4.0,8
1882/11/20,11.8,8,2.7,8
1882/11/21,12.6,8,0.2,8
1882/11/22,17.7,8,1.7,8
1882/11/23,18.3,8,3.3,8
1882/11/24,11.9,8,5.4,8
1882/11/25,8.5,8,1.2,8
1882/11/26,9.9,8,-2.8,8
1882/11/27,12.7,8,-2.1,8
1882/11/28,13.5,8,-0.6,8
1882/11/29,14.9,8,4.7,8
1882/11/30,12.5,8,3.2,8
1882/12/1,14.3,8,-0.6,8
1882/12/2,9.9,8,1.0,8
1882/12/3,20.6,8,1.2,8
1882/12/4,14.0,8,1.8,8
1882/12/5,15.5,8,-1.0,8
1882/12/6,12.1,8,6.6,8
1882/12/7,16.6,8,2.4,8
1882/12/8,15.5,8,1.5,8
1882/12/9,13.6,8,2.2,8
1882/12/10,9.8,8,0.0,8
1882/12/11,6.6,8,-3.1,8
1882/12/12,8.8,8,-1.8,8
1882/12/13,8.3,8,-1.5,8
1882/12/14,7.8,8,-2.8,8
1882/12/15,9.9,8,-1.6,8
1882/12/16,15.9,8,-0.4,8
1882/12/17,8.8,8,3.8,8
1882/12/18,9.4,8,3.2,8
1882/12/19,9.7,8,-0.1,8
1882/12/20,11.1,8,-3.8,8
1882/12/21,9.4,8,-4.1,8
1882/12/22,6.1,8,-1.7,8
1882/12/23,7.9,8,-3.7,8
1882/12/24,9.5,8,-3.9,8
1882/12/25,6.3,8,-1.6,8
1882/12/26,12.3,8,-0.8,8
1882/12/27,8.4,8,-0.5,8
1882/12/28,3.8,8,-3.6,8
1882/12/29,7.2,8,-3.9,8
1882/12/30,7.7,8,-2.9,8
1882/12/31,17.2,8,-4.0,8
1883/1/1,9.7,8,1.1,8
1883/1/2,7.7,8,0.1,8
1883/1/3,7.2,8,-3.6,8
1883/1/4,9.2,8,-0.8,8
1883/1/5,9.4,8,-3.1,8
1883/1/6,10.5,8,-1.2,8
1883/1/7,7.3,8,-1.8,8
1883/1/8,13.6,8,-0.6,8
1883/1/9,12.3,8,-1.7,8
1883/1/10,12.6,8,-1.3,8
1883/1/11,12.7,8,-1.5,8
1883/1/12,10.4,8,-3.8,8
1883/1/13,6.7,8,-1.4,8
1883/1/14,10.3,8,0.3,8
1883/1/15,6.2,8,0.0,8
1883/1/16,10.1,8,0.1,8
1883/1/17,12.0,8,-2.7,8
1883/1/18,7.0,8,-4.4,8
1883/1/19,5.5,8,-5.4,8
1883/1/20,3.8,8,-4.8,8
1883/1/21,7.8,8,-5.4,8
1883/1/22,11.6,8,-5.4,8
1883/1/23,13.5,8,-2.4,8
1883/1/24,3.1,8,0.0,8
1883/1/25,5.0,8,-0.3,8
1883/1/26,7.9,8,0.4,8
1883/1/27,9.2,8,0.6,8
1883/1/28,5.5,8,-2.1,8
1883/1/29,5.8,8,-3.3,8
1883/1/30,1.8,8,-4.3,8
1883/1/31,11.4,8,-0.1,8
1883/2/1,6.1,8,-0.3,8
1883/2/2,1.1,8,-2.1,8
1883/2/3,5.2,8,-5.2,8
1883/2/4,7.7,8,-1.8,8
1883/2/5,6.2,8,-2.8,8
1883/2/6,8.1,8,-1.1,8
1883/2/7,2.7,8,-2.7,8
1883/2/8,4.6,8,-2.8,8
1883/2/9,4.4,8,-1.8,8
1883/2/10,3.9,8,-5.5,8
1883/2/11,5.0,8,-7.8,8
1883/2/12,4.9,8,-2.2,8
1883/2/13,6.1,8,-5.7,8
1883/2/14,4.9,8,-1.2,8
1883/2/15,4.7,8,-4.1,8
1883/2/16,2.4,8,-0.6,8
1883/2/17,10.9,8,-1.1,8
1883/2/18,4.8,8,-1.7,8
1883/2/19,7.8,8,1.9,8
1883/2/20,9.8,8,2.3,8
1883/2/21,2.8,8,-0.7,8
1883/2/22,8.8,8,0.1,8
1883/2/23,3.2,8,-0.4,8
1883/2/24,5.1,8,-0.1,8
1883/2/25,7.8,8,1.8,8
1883/2/26,8.3,8,2.7,8
1883/2/27,6.3,8,-0.1,8
1883/2/28,8.8,8,-1.2,8
1883/3/1,3.4,8,0.6,8
1883/3/2,6.6,8,2.0,8
1883/3/3,5.3,8,3.0,8
1883/3/4,10.5,8,4.1,8
1883/3/5,7.6,8,-1.7,8
1883/3/6,8.3,8,-2.3,8
1883/3/7,10.6,8,2.1,8
1883/3/8,9.7,8,2.3,8
1883/3/9,9.9,8,1.1,8
1883/3/10,10.2,8,-1.1,8
1883/3/11,8.8,8,-0.4,8
1883/3/12,11.4,8,-3.4,8
1883/3/13,3.6,8,1.7,8
1883/3/14,10.9,8,-0.1,8
1883/3/15,10.9,8,-1.3,8
1883/3/16,9.9,8,1.7,8
1883/3/17,11.7,8,-0.1,8
1883/3/18,12.7,8,-2.1,8
1883/3/19,16.4,8,1.7,8
1883/3/20,9.5,8,0.0,8
1883/3/21,9.3,8,-0.1,8
1883/3/22,9.3,8,-1.1,8
1883/3/23,11.2,8,-1.1,8
1883/3/24,13.4,8,0.1,8
1883/3/25,7.6,8,3.2,8
1883/3/26,10.3,8,1.7,8
1883/3/27,10.8,8,-2.1,8
1883/3/28,10.0,8,2.4,8
1883/3/29,15.1,8,6.2,8
1883/3/30,16.8,8,2.3,8
1883/3/31,15.6,8,-1.2,8
1883/4/1,16.0,8,-3.1,8
1883/4/2,14.3,8,4.6,8
1883/4/3,11.1,8,4.2,8
1883/4/4,14.8,8,5.0,8
1883/4/5,16.0,8,3.9,8
1883/4/6,8.9,8,4.8,8
1883/4/7,6.6,8,2.4,8
1883/4/8,10.4,8,0.2,8
1883/4/9,15.5,8,0.3,8
1883/4/10,19.8,8,4.6,8
1883/4/11,19.8,8,12.7,8
1883/4/12,15.5,8,7.9,8
1883/4/13,18.8,8,5.2,8
1883/4/14,21.6,8,12.8,8
1883/4/15,14.7,8,4.6,8
1883/4/16,12.1,8,4.1,8
1883/4/17,13.7,8,2.6,8
1883/4/18,18.7,8,8.7,8
1883/4/19,18.2,8,11.2,8
1883/4/20,16.8,8,12.8,8
1883/4/21,19.3,8,14.5,8
1883/4/22,20.1,8,11.1,8
1883/4/23,17.9,8,10.0,8
1883/4/24,21.8,8,10.6,8
1883/4/25,15.1,8,6.6,8
1883/4/26,19.4,8,6.7,8
1883/4/27,22.1,8,11.3,8
1883/4/28,20.0,8,13.7,8
1883/4/29,23.1,8,15.6,8
1883/4/30,15.8,8,8.6,8
1883/5/1,19.4,8,7.6,8
1883/5/2,16.0,8,8.8,8
1883/5/3,11.3,8,8.3,8
1883/5/4,13.3,8,9.3,8
1883/5/5,14.8,8,9.9,8
1883/5/6,17.8,8,6.6,8
1883/5/7,18.3,8,6.1,8
1883/5/8,16.8,8,4.8,8
1883/5/9,18.0,8,6.9,8
1883/5/10,16.1,8,13.9,8
1883/5/11,15.1,8,9.5,8
1883/5/12,20.1,8,9.9,8
1883/5/13,17.0,8,13.2,8
1883/5/14,22.1,8,11.9,8
1883/5/15,18.7,8,13.4,8
1883/5/16,22.6,8,12.8,8
1883/5/17,19.8,8,11.4,8
1883/5/18,22.2,8,10.7,8
1883/5/19,22.3,8,9.1,8
1883/5/20,23.7,8,13.2,8
1883/5/21,22.1,8,12.2,8
1883/5/22,21.7,8,14.8,8
1883/5/23,19.6,8,11.7,8
1883/5/24,23.7,8,9.5,8
1883/5/25,23.4,8,11.6,8
1883/5/26,19.4,8,14.4,8
1883/5/27,22.2,8,13.8,8
1883/5/28,23.2,8,11.7,8
1883/5/29,26.0,8,13.2,8
1883/5/30,24.7,8,12.2,8
1883/5/31,24.2,8,13.5,8
1883/6/1,23.3,8,14.8,8
1883/6/2,23.7,8,13.3,8
1883/6/3,25.6,8,13.7,8
1883/6/4,20.5,8,14.8,8
1883/6/5,17.5,8,14.1,8
1883/6/6,14.3,8,11.2,8
1883/6/7,18.7,8,9.8,8
1883/6/8,17.7,8,13.7,8
1883/6/9,20.3,8,13.6,8
1883/6/10,22.2,8,12.1,8
1883/6/11,21.7,8,13.9,8
1883/6/12,22.6,8,13.4,8
1883/6/13,22.2,8,14.8,8
1883/6/14,24.3,8,15.1,8
1883/6/15,25.8,8,13.4,8
1883/6/16,25.9,8,15.3,8
1883/6/17,25.3,8,17.4,8
1883/6/18,27.1,8,17.8,8
1883/6/19,26.1,8,20.4,8
1883/6/20,28.8,8,21.3,8
1883/6/21,28.3,8,18.3,8
1883/6/22,23.7,8,17.3,8
1883/6/23,26.6,8,17.9,8
1883/6/24,28.4,8,16.9,8
1883/6/25,23.7,8,18.3,8
1883/6/26,21.3,8,17.8,8
1883/6/27,27.0,8,18.9,8
1883/6/28,25.8,8,20.4,8
1883/6/29,24.9,8,18.7,8
1883/6/30,25.9,8,20.1,8
1883/7/1,23.7,8,18.8,8
1883/7/2,23.3,8,17.7,8
1883/7/3,20.9,8,18.3,8
1883/7/4,21.4,8,17.8,8
1883/7/5,24.0,8,17.7,8
1883/7/6,25.2,8,16.7,8
1883/7/7,24.2,8,19.3,8
1883/7/8,21.6,8,15.0,8
1883/7/9,21.4,8,15.1,8
1883/7/10,24.5,8,17.8,8
1883/7/11,27.1,8,18.3,8
1883/7/12,28.7,8,18.9,8
1883/7/13,26.2,8,19.6,8
1883/7/14,27.6,8,20.1,8
1883/7/15,27.6,8,19.4,8
1883/7/16,27.8,8,20.9,8
1883/7/17,28.7,8,23.2,8
1883/7/18,25.4,8,21.0,8
1883/7/19,28.3,8,21.3,8
1883/7/20,29.6,8,22.2,8
1883/7/21,30.1,8,23.6,8
1883/7/22,30.4,8,23.9,8
1883/7/23,30.3,8,23.4,8
1883/7/24,30.6,8,24.2,8
1883/7/25,31.4,8,24.0,8
1883/7/26,31.1,8,23.1,8
1883/7/27,31.1,8,22.5,8
1883/7/28,30.7,8,22.9,8
1883/7/29,30.0,8,22.2,8
1883/7/30,30.4,8,22.7,8
1883/7/31,30.4,8,23.0,8
1883/8/1,31.1,8,23.6,8
1883/8/2,30.3,8,22.9,8
1883/8/3,31.1,8,21.8,8
1883/8/4,29.4,8,21.6,8
1883/8/5,29.4,8,20.1,8
1883/8/6,29.2,8,19.4,8
1883/8/7,29.2,8,18.8,8
1883/8/8,27.6,8,19.5,8
1883/8/9,29.6,8,21.9,8
1883/8/10,29.2,8,21.6,8
1883/8/11,30.6,8,21.9,8
1883/8/12,31.2,8,22.2,8
1883/8/13,32.8,8,24.2,8
1883/8/14,31.7,8,23.9,8
1883/8/15,29.3,8,22.2,8
1883/8/16,31.1,8,22.7,8
1883/8/17,31.2,8,23.8,8
1883/8/18,31.0,8,23.7,8
1883/8/19,31.0,8,23.6,8
1883/8/20,29.9,8,19.8,8
1883/8/21,23.9,8,18.2,8
1883/8/22,26.9,8,16.8,8
1883/8/23,29.2,8,18.3,8
1883/8/24,31.6,8,20.7,8
1883/8/25,30.4,8,22.1,8
1883/8/26,24.8,8,19.6,8
1883/8/27,27.6,8,17.8,8
1883/8/28,27.8,8,17.9,8
1883/8/29,27.1,8,18.8,8
1883/8/30,28.2,8,20.6,8
1883/8/31,25.9,8,20.6,8
1883/9/1,25.7,8,20.8,8
1883/9/2,28.5,8,18.3,8
1883/9/3,30.0,8,20.0,8
1883/9/4,30.5,8,23.4,8
1883/9/5,25.6,8,22.1,8
1883/9/6,26.9,8,21.2,8
1883/9/7,30.4,8,22.6,8
1883/9/8,30.8,8,22.7,8
1883/9/9,26.2,8,15.9,8
1883/9/10,22.1,8,16.9,8
1883/9/11,27.8,8,20.4,8
1883/9/12,28.3,8,21.0,8
1883/9/13,28.3,8,21.8,8
1883/9/14,25.5,8,18.8,8
1883/9/15,23.1,8,18.9,8
1883/9/16,26.6,8,19.4,8
1883/9/17,28.3,8,19.2,8
1883/9/18,27.2,8,20.2,8
1883/9/19,29.4,8,18.7,8
1883/9/20,23.9,8,14.5,8
1883/9/21,23.8,8,14.1,8
1883/9/22,21.0,8,16.2,8
1883/9/23,23.4,8,17.0,8
1883/9/24,25.0,8,14.5,8
1883/9/25,23.1,8,14.4,8
1883/9/26,20.9,8,13.7,8
1883/9/27,21.1,8,15.1,8
1883/9/28,19.7,8,13.4,8
1883/9/29,22.7,8,14.2,8
1883/9/30,22.5,8,14.8,8
1883/10/1,22.3,8,15.9,8
1883/10/2,18.7,8,14.7,8
1883/10/3,23.7,8,12.8,8
1883/10/4,17.8,8,12.3,8
1883/10/5,17.8,8,14.1,8
1883/10/6,19.7,8,16.6,8
1883/10/7,22.0,8,16.3,8
1883/10/8,24.9,8,15.3,8
1883/10/9,23.8,8,15.9,8
1883/10/10,22.4,8,13.9,8
1883/10/11,17.7,8,15.8,8
1883/10/12,19.5,8,15.7,8
1883/10/13,24.9,8,15.9,8
1883/10/14,24.0,8,16.2,8
1883/10/15,20.9,8,15.4,8
1883/10/16,22.3,8,15.7,8
1883/10/17,22.2,8,12.8,8
1883/10/18,22.2,8,10.2,8
1883/10/19,22.2,8,11.2,8
1883/10/20,23.3,8,13.9,8
1883/10/21,25.9,8,17.3,8
1883/10/22,22.8,8,14.9,8
1883/10/23,22.7,8,12.2,8
1883/10/24,16.2,8,9.1,8
1883/10/25,16.1,8,6.8,8
1883/10/26,16.7,8,2.8,8
1883/10/27,15.2,8,8.7,8
1883/10/28,12.4,8,10.7,8
1883/10/29,16.2,8,11.9,8
1883/10/30,19.0,8,12.3,8
1883/10/31,20.6,8,12.3,8
1883/11/1,21.0,8,12.6,8
1883/11/2,21.6,8,8.0,8
1883/11/3,18.1,8,8.4,8
1883/11/4,16.4,8,4.9,8
1883/11/5,17.2,8,4.6,8
1883/11/6,18.4,8,3.4,8
1883/11/7,13.4,8,10.4,8
1883/11/8,18.8,8,10.3,8
1883/11/9,20.0,8,8.9,8
1883/11/10,19.1,8,6.9,8
1883/11/11,14.4,8,5.6,8
1883/11/12,20.1,8,10.1,8
1883/11/13,14.5,8,6.2,8
1883/11/14,16.2,8,3.3,8
1883/11/15,17.7,8,2.2,8
1883/11/16,14.0,8,0.6,8
1883/11/17,12.8,8,2.8,8
1883/11/18,12.3,8,0.0,8
1883/11/19,15.6,8,1.5,8
1883/11/20,13.3,8,3.9,8
1883/11/21,17.6,8,6.4,8
1883/11/22,15.0,8,8.9,8
1883/11/23,13.9,8,5.6,8
1883/11/24,16.1,8,5.5,8
1883/11/25,14.4,8,3.4,8
1883/11/26,9.3,8,7.3,8
1883/11/27,11.7,8,6.1,8
1883/11/28,10.2,8,1.7,8
1883/11/29,6.1,8,2.2,8
1883/11/30,12.3,8,2.0,8
1883/12/1,7.3,8,4.6,8
1883/12/2,14.9,8,3.7,8
1883/12/3,15.3,8,5.3,8
1883/12/4,11.1,8,-0.4,8
1883/12/5,9.2,8,-1.2,8
1883/12/6,11.1,8,-3.7,8
1883/12/7,9.9,8,-1.1,8
1883/12/8,13.5,8,-3.3,8
1883/12/9,13.4,8,0.9,8
1883/12/10,16.0,8,2.4,8
1883/12/11,12.8,8,-1.1,8
1883/12/12,12.0,8,-1.0,8
1883/12/13,10.2,8,0.1,8
1883/12/14,7.8,8,0.6,8
1883/12/15,9.8,8,3.6,8
1883/12/16,12.2,8,2.8,8
1883/12/17,9.8,8,1.0,8
