ダウンロードした時刻：2025/07/05 23:26:59

,東京,東京,東京,東京,東京,東京
年月日,最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1999/12/6,13.7,8,1,9.2,8,1
1999/12/7,12.7,8,1,6.9,8,1
1999/12/8,13.7,8,1,5.9,8,1
1999/12/9,18.0,8,1,6.6,8,1
1999/12/10,15.3,8,1,8.1,8,1
1999/12/11,16.4,8,1,5.8,8,1
1999/12/12,12.0,8,1,6.8,8,1
1999/12/13,13.4,8,1,3.5,8,1
1999/12/14,10.6,8,1,4.7,8,1
1999/12/15,11.6,8,1,5.5,8,1
1999/12/16,11.7,8,1,2.9,8,1
1999/12/17,16.0,8,1,4.8,8,1
1999/12/18,10.8,8,1,5.7,8,1
1999/12/19,10.7,8,1,4.0,8,1
1999/12/20,9.9,8,1,2.6,8,1
1999/12/21,12.1,8,1,1.8,8,1
1999/12/22,10.5,8,1,3.3,8,1
1999/12/23,11.3,8,1,1.7,8,1
1999/12/24,12.0,8,1,2.9,8,1
1999/12/25,13.3,8,1,3.7,8,1
1999/12/26,11.7,8,1,4.9,8,1
1999/12/27,11.2,8,1,3.5,8,1
1999/12/28,11.9,8,1,3.5,8,1
1999/12/29,15.1,8,1,3.7,8,1
1999/12/30,13.4,8,1,6.6,8,1
1999/12/31,11.4,8,1,6.3,8,1
2000/1/1,12.6,8,1,6.0,8,1
2000/1/2,8.8,8,1,4.1,8,1
2000/1/3,16.5,8,1,4.0,8,1
2000/1/4,14.0,8,1,7.2,8,1
2000/1/5,11.6,8,1,6.3,8,1
2000/1/6,13.3,8,1,8.2,8,1
2000/1/7,16.9,8,1,8.8,8,1
2000/1/8,12.2,8,1,7.1,8,1
2000/1/9,11.6,8,1,4.9,8,1
2000/1/10,15.4,8,1,7.4,8,1
2000/1/11,11.5,8,1,5.2,8,1
2000/1/12,6.1,8,1,2.3,8,1
2000/1/13,10.6,8,1,2.8,8,1
2000/1/14,16.6,8,1,8.5,8,1
2000/1/15,11.2,8,1,7.3,8,1
2000/1/16,9.8,8,1,5.1,8,1
2000/1/17,7.9,8,1,2.5,8,1
2000/1/18,11.5,8,1,6.0,8,1
2000/1/19,7.1,8,1,3.5,8,1
2000/1/20,12.2,8,1,3.4,8,1
2000/1/21,6.8,8,1,1.4,8,1
2000/1/22,8.9,8,1,1.1,8,1
2000/1/23,11.6,8,1,1.8,8,1
2000/1/24,12.9,8,1,4.7,8,1
2000/1/25,8.8,8,1,2.6,8,1
2000/1/26,8.0,8,1,1.2,8,1
2000/1/27,6.1,8,1,0.1,8,1
2000/1/28,9.5,8,1,-0.7,8,1
2000/1/29,10.8,8,1,0.9,8,1
2000/1/30,15.6,8,1,2.8,8,1
2000/1/31,10.4,8,1,3.8,8,1
2000/2/1,9.5,8,1,3.2,8,1
2000/2/2,11.6,8,1,3.4,8,1
2000/2/3,11.4,8,1,3.7,8,1
2000/2/4,11.8,8,1,4.4,8,1
2000/2/5,10.3,8,1,3.2,8,1
2000/2/6,10.1,8,1,3.8,8,1
2000/2/7,14.5,8,1,4.0,8,1
2000/2/8,13.5,8,1,0.7,8,1
2000/2/9,10.0,8,1,1.9,8,1
2000/2/10,10.8,8,1,2.2,8,1
2000/2/11,11.1,8,1,1.0,8,1
2000/2/12,12.7,8,1,4.4,8,1
2000/2/13,11.3,8,1,5.6,8,1
2000/2/14,9.7,8,1,5.1,8,1
2000/2/15,10.2,8,1,2.0,8,1
2000/2/16,7.0,8,1,0.0,8,1
2000/2/17,8.7,8,1,1.1,8,1
2000/2/18,8.6,8,1,1.0,8,1
2000/2/19,7.4,8,1,2.7,8,1
2000/2/20,6.7,8,1,2.4,8,1
2000/2/21,9.0,8,1,1.7,8,1
2000/2/22,9.0,8,1,1.3,8,1
2000/2/23,9.1,8,1,2.3,8,1
2000/2/24,10.5,8,1,1.5,8,1
2000/2/25,7.1,8,1,0.1,8,1
2000/2/26,4.4,8,1,1.8,8,1
2000/2/27,9.2,8,1,0.6,8,1
2000/2/28,12.8,8,1,2.8,8,1
2000/2/29,8.7,8,1,0.9,8,1
2000/3/1,11.2,8,1,1.7,8,1
2000/3/2,13.1,8,1,1.5,8,1
2000/3/3,15.2,8,1,6.0,8,1
2000/3/4,15.9,8,1,8.1,8,1
2000/3/5,15.9,8,1,8.1,8,1
2000/3/6,10.0,8,1,5.6,8,1
2000/3/7,16.5,8,1,3.6,8,1
2000/3/8,12.0,8,1,4.6,8,1
2000/3/9,10.8,8,1,1.9,8,1
2000/3/10,9.4,8,1,1.6,8,1
2000/3/11,10.7,8,1,2.4,8,1
2000/3/12,9.8,8,1,5.1,8,1
2000/3/13,14.9,8,1,4.5,8,1
2000/3/14,11.4,8,1,3.4,8,1
2000/3/15,11.9,8,1,4.4,8,1
2000/3/16,10.2,8,1,5.1,8,1
2000/3/17,13.3,8,1,5.2,8,1
2000/3/18,14.6,8,1,5.1,8,1
2000/3/19,16.2,8,1,7.0,8,1
2000/3/20,13.0,8,1,5.8,8,1
2000/3/21,9.8,8,1,3.6,8,1
2000/3/22,13.1,8,1,5.4,8,1
2000/3/23,14.4,8,1,5.1,8,1
2000/3/24,15.8,8,1,6.5,8,1
2000/3/25,12.4,8,1,4.7,8,1
2000/3/26,12.1,8,1,4.1,8,1
2000/3/27,14.2,8,1,3.2,8,1
2000/3/28,16.7,8,1,7.6,8,1
2000/3/29,19.9,8,1,12.8,8,1
2000/3/30,18.6,8,1,9.6,8,1
2000/3/31,17.0,8,1,8.8,8,1
2000/4/1,15.5,8,1,10.2,8,1
2000/4/2,15.6,8,1,8.3,8,1
2000/4/3,12.6,8,1,8.4,8,1
2000/4/4,16.6,8,1,6.4,8,1
2000/4/5,14.2,8,1,9.7,8,1
2000/4/6,16.6,8,1,12.4,8,1
2000/4/7,19.6,8,1,10.9,8,1
2000/4/8,20.7,8,1,11.5,8,1
2000/4/9,18.6,8,1,9.5,8,1
2000/4/10,18.2,8,1,13.8,8,1
2000/4/11,17.5,8,1,10.6,8,1
2000/4/12,21.1,8,1,9.0,8,1
2000/4/13,22.4,8,1,12.9,8,1
2000/4/14,23.6,8,1,12.7,8,1
2000/4/15,17.3,8,1,8.1,8,1
2000/4/16,14.0,8,1,7.2,8,1
2000/4/17,17.1,8,1,8.0,8,1
2000/4/18,19.5,8,1,9.2,8,1
2000/4/19,21.1,8,1,12.8,8,1
2000/4/20,14.0,8,1,9.8,8,1
2000/4/21,17.4,8,1,11.0,8,1
2000/4/22,24.0,8,1,14.8,8,1
2000/4/23,24.1,8,1,13.1,8,1
2000/4/24,20.2,8,1,10.5,8,1
2000/4/25,20.3,8,1,9.0,8,1
2000/4/26,16.6,8,1,13.0,8,1
2000/4/27,20.3,8,1,11.8,8,1
2000/4/28,20.1,8,1,12.4,8,1
2000/4/29,22.0,8,1,11.5,8,1
2000/4/30,21.4,8,1,11.9,8,1
2000/5/1,21.4,8,1,16.1,8,1
2000/5/2,22.5,8,1,15.0,8,1
2000/5/3,23.2,8,1,14.3,8,1
2000/5/4,21.9,8,1,14.2,8,1
2000/5/5,22.7,8,1,13.3,8,1
2000/5/6,18.8,8,1,13.4,8,1
2000/5/7,22.6,8,1,14.5,8,1
2000/5/8,23.8,8,1,18.2,8,1
2000/5/9,28.4,8,1,16.7,8,1
2000/5/10,23.2,8,1,14.8,8,1
2000/5/11,20.9,8,1,12.9,8,1
2000/5/12,24.6,8,1,15.1,8,1
2000/5/13,21.8,8,1,18.1,8,1
2000/5/14,24.7,8,1,17.0,8,1
2000/5/15,24.7,8,1,16.0,8,1
2000/5/16,25.0,8,1,15.7,8,1
2000/5/17,20.6,8,1,16.0,8,1
2000/5/18,21.9,8,1,14.9,8,1
2000/5/19,21.1,8,1,15.9,8,1
2000/5/20,17.9,8,1,15.2,8,1
2000/5/21,21.4,8,1,14.6,8,1
2000/5/22,24.9,8,1,15.6,8,1
2000/5/23,27.4,8,1,18.8,8,1
2000/5/24,27.4,8,1,20.3,8,1
2000/5/25,25.1,8,1,16.3,8,1
2000/5/26,26.7,8,1,18.8,8,1
2000/5/27,26.2,8,1,19.5,8,1
2000/5/28,29.5,8,1,19.1,8,1
2000/5/29,29.4,8,1,21.5,8,1
2000/5/30,30.0,8,1,20.4,8,1
2000/5/31,25.5,8,1,19.5,8,1
2000/6/1,27.6,8,1,18.1,8,1
2000/6/2,27.2,8,1,18.4,8,1
2000/6/3,26.1,8,1,20.1,8,1
2000/6/4,28.8,8,1,19.0,8,1
2000/6/5,24.4,8,1,16.4,8,1
2000/6/6,27.0,8,1,20.5,8,1
2000/6/7,29.4,8,1,19.8,8,1
2000/6/8,29.5,8,1,22.4,8,1
2000/6/9,26.8,8,1,18.8,8,1
2000/6/10,22.2,8,1,18.0,8,1
2000/6/11,18.9,8,1,17.3,8,1
2000/6/12,19.8,8,1,16.6,8,1
2000/6/13,20.2,8,1,16.4,8,1
2000/6/14,20.9,8,1,17.5,8,1
2000/6/15,25.9,8,1,18.1,8,1
2000/6/16,30.5,8,1,19.6,8,1
2000/6/17,26.0,8,1,17.5,8,1
2000/6/18,29.2,8,1,17.5,8,1
2000/6/19,29.6,8,1,21.9,8,1
2000/6/20,30.2,8,1,21.2,8,1
2000/6/21,28.3,8,1,22.2,8,1
2000/6/22,29.9,8,1,24.1,8,1
2000/6/23,24.4,8,1,20.1,8,1
2000/6/24,21.8,8,1,18.5,8,1
2000/6/25,21.5,8,1,16.6,8,1
2000/6/26,23.9,8,1,16.5,8,1
2000/6/27,27.3,8,1,20.1,8,1
2000/6/28,26.1,8,1,22.9,8,1
2000/6/29,28.2,8,1,23.1,8,1
2000/6/30,30.0,8,1,24.3,8,1
2000/7/1,33.5,8,1,25.1,8,1
2000/7/2,33.1,8,1,23.8,8,1
2000/7/3,32.8,8,1,22.9,8,1
2000/7/4,31.7,8,1,19.9,8,1
2000/7/5,28.3,8,1,21.2,8,1
2000/7/6,28.5,8,1,21.3,8,1
2000/7/7,25.4,8,1,21.2,8,1
2000/7/8,31.5,8,1,20.9,8,1
2000/7/9,31.4,8,1,22.8,8,1
2000/7/10,31.3,8,1,23.1,8,1
2000/7/11,32.1,8,1,23.6,8,1
2000/7/12,29.3,8,1,24.4,8,1
2000/7/13,32.6,8,1,25.7,8,1
2000/7/14,32.2,8,1,26.2,8,1
2000/7/15,31.7,8,1,24.6,8,1
2000/7/16,32.5,8,1,25.7,8,1
2000/7/17,34.5,8,1,26.1,8,1
2000/7/18,31.8,8,1,26.1,8,1
2000/7/19,32.0,8,1,25.4,8,1
2000/7/20,33.5,8,1,26.1,8,1
2000/7/21,31.7,8,1,26.8,8,1
2000/7/22,34.5,8,1,26.6,8,1
2000/7/23,34.9,8,1,28.0,8,1
2000/7/24,34.0,8,1,27.4,8,1
2000/7/25,30.7,8,1,24.3,8,1
2000/7/26,25.6,8,1,22.7,8,1
2000/7/27,29.6,8,1,23.6,8,1
2000/7/28,29.7,8,1,24.3,8,1
2000/7/29,33.0,8,1,25.6,8,1
2000/7/30,33.1,8,1,26.6,8,1
2000/7/31,34.1,8,1,27.1,8,1
2000/8/1,34.5,8,1,27.5,8,1
2000/8/2,33.7,8,1,27.0,8,1
2000/8/3,33.9,8,1,26.9,8,1
2000/8/4,33.2,8,1,26.8,8,1
2000/8/5,34.1,8,1,24.3,8,1
2000/8/6,33.8,8,1,24.2,8,1
2000/8/7,32.8,8,1,23.4,8,1
2000/8/8,32.8,8,1,24.0,8,1
2000/8/9,32.1,8,1,23.2,8,1
2000/8/10,32.9,8,1,24.0,8,1
2000/8/11,33.6,8,1,26.2,8,1
2000/8/12,32.8,8,1,25.4,8,1
2000/8/13,27.2,8,1,23.2,8,1
2000/8/14,31.3,8,1,22.2,8,1
2000/8/15,30.9,8,1,25.1,8,1
2000/8/16,31.6,8,1,25.2,8,1
2000/8/17,30.7,8,1,25.0,8,1
2000/8/18,28.6,8,1,24.2,8,1
2000/8/19,31.3,8,1,23.8,8,1
2000/8/20,30.9,8,1,24.1,8,1
2000/8/21,32.8,8,1,26.0,8,1
2000/8/22,32.8,8,1,26.5,8,1
2000/8/23,32.8,8,1,26.5,8,1
2000/8/24,33.2,8,1,27.6,8,1
2000/8/25,33.7,8,1,27.0,8,1
2000/8/26,32.3,8,1,26.3,8,1
2000/8/27,34.0,8,1,26.7,8,1
2000/8/28,33.0,8,1,26.6,8,1
2000/8/29,33.2,8,1,26.1,8,1
2000/8/30,33.7,8,1,25.8,8,1
2000/8/31,30.8,8,1,27.1,8,1
2000/9/1,32.1,8,1,26.5,8,1
2000/9/2,37.8,8,1,28.2,8,1
2000/9/3,33.2,8,1,24.5,8,1
2000/9/4,25.5,8,1,21.4,8,1
2000/9/5,22.0,8,1,19.9,8,1
2000/9/6,29.2,8,1,19.9,8,1
2000/9/7,27.5,8,1,23.9,8,1
2000/9/8,30.1,8,1,24.8,8,1
2000/9/9,32.3,8,1,26.1,8,1
2000/9/10,32.2,8,1,26.5,8,1
2000/9/11,27.8,8,1,23.4,8,1
2000/9/12,30.6,8,1,26.9,8,1
2000/9/13,27.5,8,1,23.1,8,1
2000/9/14,29.3,8,1,22.9,8,1
2000/9/15,31.0,8,1,24.8,8,1
2000/9/16,29.1,8,1,24.6,8,1
2000/9/17,29.0,8,1,25.2,8,1
2000/9/18,30.0,8,1,22.6,8,1
2000/9/19,30.0,8,1,22.6,8,1
2000/9/20,29.5,8,1,22.8,8,1
2000/9/21,28.8,8,1,21.5,8,1
2000/9/22,29.5,8,1,21.4,8,1
2000/9/23,26.0,8,1,21.9,8,1
2000/9/24,26.8,8,1,21.2,8,1
2000/9/25,29.9,8,1,21.5,8,1
2000/9/26,25.7,8,1,20.6,8,1
2000/9/27,27.2,8,1,18.5,8,1
2000/9/28,26.6,8,1,17.8,8,1
2000/9/29,24.8,8,1,18.3,8,1
2000/9/30,26.0,8,1,18.4,8,1
2000/10/1,23.1,8,1,19.2,8,1
2000/10/2,22.1,8,1,18.1,8,1
2000/10/3,25.4,8,1,17.6,8,1
2000/10/4,26.3,8,1,20.8,8,1
2000/10/5,22.7,8,1,19.3,8,1
2000/10/6,25.0,8,1,18.0,8,1
2000/10/7,24.4,8,1,17.7,8,1
2000/10/8,21.9,8,1,15.9,8,1
2000/10/9,18.9,8,1,16.6,8,1
2000/10/10,25.8,8,1,17.2,8,1
2000/10/11,26.7,8,1,18.9,8,1
2000/10/12,28.1,8,1,18.7,8,1
2000/10/13,19.7,8,1,15.6,8,1
2000/10/14,24.1,8,1,16.5,8,1
2000/10/15,20.6,8,1,16.9,8,1
2000/10/16,22.0,8,1,16.7,8,1
2000/10/17,19.9,8,1,16.2,8,1
2000/10/18,22.2,8,1,14.4,8,1
2000/10/19,20.5,8,1,11.4,8,1
2000/10/20,20.1,8,1,15.8,8,1
2000/10/21,25.0,8,1,16.0,8,1
2000/10/22,20.5,8,1,18.0,8,1
2000/10/23,18.1,8,1,15.9,8,1
2000/10/24,22.9,8,1,15.7,8,1
2000/10/25,21.6,8,1,15.6,8,1
2000/10/26,25.5,8,1,16.8,8,1
2000/10/27,18.1,8,1,14.6,8,1
2000/10/28,17.6,8,1,12.2,8,1
2000/10/29,13.2,8,1,11.9,8,1
2000/10/30,18.1,8,1,11.8,8,1
2000/10/31,18.5,8,1,11.1,8,1
2000/11/1,15.9,8,1,12.3,8,1
2000/11/2,15.9,8,1,13.9,8,1
2000/11/3,17.0,8,1,14.5,8,1
2000/11/4,19.1,8,1,13.3,8,1
2000/11/5,21.6,8,1,12.3,8,1
2000/11/6,18.2,8,1,13.9,8,1
2000/11/7,19.6,8,1,13.7,8,1
2000/11/8,23.1,8,1,13.4,8,1
2000/11/9,14.2,8,1,11.6,8,1
2000/11/10,15.5,8,1,11.0,8,1
2000/11/11,19.3,8,1,10.9,8,1
2000/11/12,13.2,8,1,10.9,8,1
2000/11/13,17.7,8,1,10.4,8,1
2000/11/14,14.5,8,1,11.6,8,1
2000/11/15,20.0,8,1,12.1,8,1
2000/11/16,15.5,8,1,10.2,8,1
2000/11/17,11.1,8,1,8.4,8,1
2000/11/18,19.8,8,1,9.7,8,1
2000/11/19,13.0,8,1,8.9,8,1
2000/11/20,18.7,8,1,7.4,8,1
2000/11/21,21.2,8,1,14.1,8,1
2000/11/22,14.2,8,1,8.4,8,1
2000/11/23,12.8,8,1,6.9,8,1
2000/11/24,16.8,8,1,7.0,8,1
2000/11/25,16.7,8,1,9.1,8,1
2000/11/26,18.3,8,1,9.4,8,1
2000/11/27,18.4,8,1,11.4,8,1
2000/11/28,13.9,8,1,7.3,8,1
2000/11/29,10.6,8,1,5.3,8,1
2000/11/30,15.5,8,1,6.0,8,1
2000/12/1,10.7,8,1,7.0,8,1
2000/12/2,11.5,8,1,5.0,8,1
2000/12/3,12.7,8,1,5.4,8,1
2000/12/4,12.6,8,1,7.4,8,1
2000/12/5,14.4,8,1,4.1,8,1
2000/12/6,13.6,8,1,6.6,8,1
2000/12/7,9.4,8,1,4.4,8,1
2000/12/8,13.4,8,1,4.0,8,1
2000/12/9,16.9,8,1,4.3,8,1
2000/12/10,18.0,8,1,6.3,8,1
2000/12/11,13.4,8,1,5.4,8,1
2000/12/12,11.0,8,1,4.0,8,1
2000/12/13,12.5,8,1,2.5,8,1
2000/12/14,9.3,8,1,5.0,8,1
2000/12/15,12.7,8,1,5.5,8,1
2000/12/16,20.2,8,1,4.6,8,1
2000/12/17,11.4,8,1,6.6,8,1
2000/12/18,11.5,8,1,6.8,8,1
2000/12/19,18.6,8,1,7.7,8,1
2000/12/20,11.3,8,1,7.9,8,1
2000/12/21,16.0,8,1,8.1,8,1
2000/12/22,10.7,8,1,6.0,8,1
2000/12/23,13.9,8,1,6.4,8,1
2000/12/24,14.6,8,1,5.2,8,1
2000/12/25,12.5,8,1,4.5,8,1
2000/12/26,9.4,8,1,2.8,8,1
2000/12/27,9.6,8,1,2.7,8,1
2000/12/28,10.2,8,1,1.7,8,1
2000/12/29,10.0,8,1,3.8,8,1
2000/12/30,7.5,8,1,2.2,8,1
2000/12/31,9.9,8,1,6.4,8,1
2001/1/1,10.8,8,1,4.8,8,1
2001/1/2,13.8,8,1,1.5,8,1
2001/1/3,11.7,8,1,2.7,8,1
2001/1/4,9.0,8,1,1.0,8,1
2001/1/5,10.0,8,1,3.4,8,1
2001/1/6,8.0,8,1,2.4,8,1
2001/1/7,5.8,8,1,0.5,8,1
2001/1/8,6.2,8,1,0.7,8,1
2001/1/9,8.4,8,1,2.0,8,1
2001/1/10,13.4,8,1,2.6,8,1
2001/1/11,11.6,8,1,5.5,8,1
2001/1/12,10.3,8,1,4.2,8,1
2001/1/13,6.3,8,1,1.6,8,1
2001/1/14,6.2,8,1,-0.8,8,1
2001/1/15,6.2,8,1,-2.4,8,1
2001/1/16,7.0,8,1,-0.8,8,1
2001/1/17,8.0,8,1,-0.5,8,1
2001/1/18,9.5,8,1,0.5,8,1
2001/1/19,5.6,8,1,1.9,8,1
2001/1/20,4.4,8,1,0.7,8,1
2001/1/21,10.4,8,1,0.3,8,1
2001/1/22,9.5,8,1,4.5,8,1
2001/1/23,9.8,8,1,3.3,8,1
2001/1/24,9.1,8,1,1.5,8,1
2001/1/25,5.4,8,1,1.9,8,1
2001/1/26,8.1,8,1,3.5,8,1
2001/1/27,4.5,8,1,0.5,8,1
2001/1/28,10.1,8,1,0.4,8,1
2001/1/29,9.8,8,1,2.0,8,1
2001/1/30,9.9,8,1,0.8,8,1
2001/1/31,8.8,8,1,3.0,8,1
2001/2/1,7.3,8,1,4.2,8,1
2001/2/2,6.9,8,1,3.2,8,1
2001/2/3,10.5,8,1,0.2,8,1
2001/2/4,8.2,8,1,2.4,8,1
2001/2/5,10.0,8,1,3.2,8,1
2001/2/6,12.1,8,1,3.5,8,1
2001/2/7,8.6,8,1,1.4,8,1
2001/2/8,10.8,8,1,1.5,8,1
2001/2/9,8.0,8,1,1.4,8,1
2001/2/10,10.6,8,1,1.6,8,1
2001/2/11,10.8,8,1,2.4,8,1
2001/2/12,6.4,8,1,1.7,8,1
2001/2/13,7.2,8,1,1.7,8,1
2001/2/14,5.1,8,1,0.8,8,1
2001/2/15,7.6,8,1,0.0,8,1
2001/2/16,11.8,8,1,2.1,8,1
2001/2/17,8.7,8,1,1.1,8,1
2001/2/18,11.4,8,1,3.1,8,1
2001/2/19,15.3,8,1,3.4,8,1
2001/2/20,10.7,8,1,3.7,8,1
2001/2/21,15.9,8,1,4.0,8,1
2001/2/22,19.7,8,1,9.1,8,1
2001/2/23,17.3,8,1,8.1,8,1
2001/2/24,11.2,8,1,3.7,8,1
2001/2/25,9.7,8,1,3.5,8,1
2001/2/26,10.0,8,1,1.4,8,1
2001/2/27,12.4,8,1,2.0,8,1
2001/2/28,15.7,8,1,4.9,8,1
2001/3/1,13.1,8,1,4.3,8,1
2001/3/2,11.5,8,1,2.1,8,1
2001/3/3,10.6,8,1,3.4,8,1
2001/3/4,10.1,8,1,5.4,8,1
2001/3/5,13.7,8,1,3.3,8,1
2001/3/6,15.1,8,1,4.3,8,1
2001/3/7,19.4,8,1,6.0,8,1
2001/3/8,10.4,8,1,1.3,8,1
2001/3/9,9.8,8,1,1.3,8,1
2001/3/10,11.2,8,1,2.0,8,1
2001/3/11,9.8,8,1,2.4,8,1
2001/3/12,6.7,8,1,1.1,8,1
2001/3/13,8.6,8,1,1.6,8,1
2001/3/14,15.2,8,1,2.4,8,1
2001/3/15,21.7,8,1,7.7,8,1
2001/3/16,12.7,8,1,5.6,8,1
2001/3/17,11.2,8,1,6.3,8,1
2001/3/18,17.2,8,1,7.7,8,1
2001/3/19,18.3,8,1,7.4,8,1
2001/3/20,20.7,8,1,8.0,8,1
2001/3/21,22.8,8,1,11.0,8,1
2001/3/22,19.3,8,1,9.7,8,1
2001/3/23,18.1,8,1,11.1,8,1
2001/3/24,19.5,8,1,10.6,8,1
2001/3/25,16.9,8,1,13.5,8,1
2001/3/26,16.9,8,1,9.6,8,1
2001/3/27,17.2,8,1,8.0,8,1
2001/3/28,16.2,8,1,8.6,8,1
2001/3/29,12.2,8,1,4.0,8,1
2001/3/30,13.5,8,1,3.8,8,1
2001/3/31,7.6,8,1,1.8,8,1
2001/4/1,13.0,8,1,1.0,8,1
2001/4/2,17.0,8,1,5.0,8,1
2001/4/3,22.5,8,1,7.3,8,1
2001/4/4,15.1,8,1,5.7,8,1
2001/4/5,18.5,8,1,6.5,8,1
2001/4/6,20.9,8,1,11.0,8,1
2001/4/7,21.1,8,1,11.8,8,1
2001/4/8,21.2,8,1,12.5,8,1
2001/4/9,22.1,8,1,14.4,8,1
2001/4/10,22.9,8,1,15.6,8,1
2001/4/11,23.5,8,1,15.0,8,1
2001/4/12,23.3,8,1,13.7,8,1
2001/4/13,19.5,8,1,11.5,8,1
2001/4/14,21.6,8,1,11.6,8,1
2001/4/15,23.0,8,1,12.3,8,1
2001/4/16,21.5,8,1,12.6,8,1
2001/4/17,23.0,8,1,13.9,8,1
2001/4/18,22.6,8,1,15.5,8,1
2001/4/19,20.6,8,1,14.7,8,1
2001/4/20,26.2,8,1,14.4,8,1
2001/4/21,14.8,8,1,8.4,8,1
2001/4/22,20.9,8,1,9.7,8,1
2001/4/23,18.9,8,1,7.7,8,1
2001/4/24,22.5,8,1,15.3,8,1
2001/4/25,16.3,8,1,11.7,8,1
2001/4/26,18.0,8,1,10.8,8,1
2001/4/27,20.5,8,1,10.9,8,1
2001/4/28,22.8,8,1,13.6,8,1
2001/4/29,21.9,8,1,15.8,8,1
2001/4/30,17.3,8,1,10.2,8,1
2001/5/1,14.5,8,1,8.7,8,1
2001/5/2,15.2,8,1,10.5,8,1
2001/5/3,14.0,8,1,10.1,8,1
2001/5/4,19.5,8,1,10.3,8,1
2001/5/5,20.6,8,1,12.1,8,1
2001/5/6,22.6,8,1,14.5,8,1
2001/5/7,24.9,8,1,17.5,8,1
2001/5/8,21.1,8,1,18.5,8,1
2001/5/9,21.3,8,1,17.0,8,1
2001/5/10,22.2,8,1,16.2,8,1
2001/5/11,22.2,8,1,16.2,8,1
2001/5/12,24.9,8,1,13.8,8,1
2001/5/13,25.5,8,1,16.2,8,1
2001/5/14,25.6,8,1,17.1,8,1
2001/5/15,26.3,8,1,19.6,8,1
2001/5/16,21.9,8,1,17.9,8,1
2001/5/17,24.4,8,1,16.8,8,1
2001/5/18,24.2,8,1,15.5,8,1
2001/5/19,25.8,8,1,18.6,8,1
2001/5/20,27.4,8,1,17.5,8,1
2001/5/21,27.5,8,1,19.8,8,1
2001/5/22,23.6,8,1,19.0,8,1
2001/5/23,21.4,8,1,18.7,8,1
2001/5/24,21.3,8,1,18.5,8,1
2001/5/25,26.4,8,1,17.9,8,1
2001/5/26,25.2,8,1,20.3,8,1
2001/5/27,23.1,8,1,16.9,8,1
2001/5/28,25.8,8,1,16.8,8,1
2001/5/29,25.1,8,1,17.9,8,1
2001/5/30,24.6,8,1,18.3,8,1
2001/5/31,24.6,8,1,18.6,8,1
2001/6/1,26.2,8,1,21.4,8,1
2001/6/2,25.7,8,1,19.3,8,1
2001/6/3,27.1,8,1,18.1,8,1
2001/6/4,31.1,8,1,20.6,8,1
2001/6/5,28.0,8,1,21.5,8,1
2001/6/6,22.7,8,1,18.6,8,1
2001/6/7,29.1,8,1,18.6,8,1
2001/6/8,24.6,8,1,18.5,8,1
2001/6/9,25.9,8,1,18.3,8,1
2001/6/10,23.8,8,1,19.0,8,1
2001/6/11,28.2,8,1,19.5,8,1
2001/6/12,21.8,8,1,18.9,8,1
2001/6/13,26.2,8,1,19.4,8,1
2001/6/14,20.9,8,1,17.3,8,1
2001/6/15,18.7,8,1,16.3,8,1
2001/6/16,21.6,8,1,16.1,8,1
2001/6/17,25.9,8,1,18.6,8,1
2001/6/18,29.2,8,1,20.5,8,1
2001/6/19,29.6,8,1,23.7,8,1
2001/6/20,27.5,8,1,19.4,8,1
2001/6/21,20.6,8,1,18.2,8,1
2001/6/22,24.1,8,1,18.7,8,1
2001/6/23,25.3,8,1,20.9,8,1
2001/6/24,28.5,8,1,22.2,8,1
2001/6/25,30.6,8,1,22.9,8,1
2001/6/26,31.3,8,1,23.6,8,1
2001/6/27,33.7,8,1,25.0,8,1
2001/6/28,31.2,8,1,24.7,8,1
2001/6/29,32.1,8,1,24.8,8,1
2001/6/30,27.3,8,1,24.6,8,1
2001/7/1,36.7,8,1,23.6,8,1
2001/7/2,30.5,8,1,22.7,8,1
2001/7/3,32.5,8,1,23.8,8,1
2001/7/4,35.3,8,1,25.1,8,1
2001/7/5,34.9,8,1,26.6,8,1
2001/7/6,33.0,8,1,25.2,8,1
2001/7/7,29.6,8,1,23.8,8,1
2001/7/8,30.7,8,1,23.0,8,1
2001/7/9,32.2,8,1,23.5,8,1
2001/7/10,31.7,8,1,23.6,8,1
2001/7/11,32.8,8,1,24.0,8,1
2001/7/12,35.7,8,1,26.9,8,1
2001/7/13,36.1,8,1,27.9,8,1
2001/7/14,35.1,8,1,28.2,8,1
2001/7/15,34.4,8,1,28.1,8,1
2001/7/16,33.0,8,1,27.8,8,1
2001/7/17,33.9,8,1,26.3,8,1
2001/7/18,33.4,8,1,24.9,8,1
2001/7/19,31.5,8,1,24.0,8,1
2001/7/20,33.6,8,1,24.6,8,1
2001/7/21,33.8,8,1,27.0,8,1
2001/7/22,34.6,8,1,27.4,8,1
2001/7/23,35.6,8,1,28.1,8,1
2001/7/24,38.1,8,1,28.2,8,1
2001/7/25,34.2,8,1,26.0,8,1
2001/7/26,30.1,8,1,24.4,8,1
2001/7/27,29.0,8,1,22.4,8,1
2001/7/28,26.8,8,1,22.0,8,1
2001/7/29,28.7,8,1,21.9,8,1
2001/7/30,32.0,8,1,24.4,8,1
